acct_id,sor_id,snap_dt,sor_src_id,dept_grp_cd,dept_id,acct_ofcr_cd,ent_prod_cd,sor_prod_cd,cmtmt_rpmt_src_cnctrn_cd,sic_cd,rcvry_stat_type_cd,intl_agt_id,extrnl_agt_id,fin_agt_id,orig_sor_id,orig_acct_id,acct_rcvry_file_num,acct_recvd_dt,extrnl_agt_asgnmt_dt,acct_st_ind,debt_sales_btch_num,acct_inactivation_dt,acct_int_rt,corrnc_rcpnt_inhibit_ind,last_cntct_dt,next_cntct_dt,acct_last_pmt_dt,acct_last_pmt_amt,acct_last_int_calcn_dt,form_1098_acct_sttlmt_cd,snap_end_dt,bdw_publn_id
1,6,20110201,9,,,,,,,,,,1,,,,,,20110201,,,,,,,,,,,,20110203,
1,4,20110130,9,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110130,9,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110130,9,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110131,9,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110131,9,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110131,9,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110201,9,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110201,9,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110201,9,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110130,9,,,,,,,,,,1,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110130,9,,,,,,,,,,1,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110130,9,,,,,,,,,,1,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110131,9,,,,,,,,,,1,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110131,9,,,,,,,,,,1,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110131,9,,,,,,,,,,1,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110201,9,,,,,,,,,,1,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110201,9,,,,,,,,,,1,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110201,9,,,,,,,,,,1,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110130,7,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,5,20110130,7,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,6,20110130,7,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,4,20110131,7,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,5,20110131,7,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,6,20110131,7,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,4,20110201,7,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,5,20110201,7,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,6,20110201,7,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,4,20110130,7,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110130,7,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110130,7,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110131,7,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110131,7,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110131,7,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110201,7,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110201,7,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110201,7,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110130,7,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110130,7,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110130,7,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110131,7,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110131,7,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110131,7,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110201,7,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110201,7,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110201,7,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110130,8,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,5,20110130,8,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,6,20110130,8,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,4,20110131,8,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,5,20110131,8,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,6,20110131,8,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,4,20110201,8,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,5,20110201,8,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,6,20110201,8,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,4,20110130,8,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110130,8,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110130,8,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110131,8,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110131,8,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110131,8,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110201,8,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110201,8,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110201,8,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110130,8,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110130,8,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110130,8,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110131,8,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110131,8,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110131,8,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110201,8,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110201,8,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110201,8,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110130,9,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,5,20110130,9,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,6,20110130,9,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,4,20110131,9,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,5,20110131,9,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,6,20110131,9,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,4,20110201,9,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,5,20110201,9,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,6,20110201,9,,,,,,,,,,2,,,,,,20110201,,,,,,,,,,,,20110203,
1,4,20110130,9,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110130,9,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110130,9,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110131,9,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110131,9,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110131,9,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110201,9,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110201,9,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110201,9,,,,,,,,,,2,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110130,9,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110130,9,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110130,9,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110131,9,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110131,9,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110131,9,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110201,9,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110201,9,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110201,9,,,,,,,,,,2,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110130,7,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,5,20110130,7,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,6,20110130,7,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,4,20110131,7,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,5,20110131,7,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,6,20110131,7,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,4,20110201,7,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,5,20110201,7,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,6,20110201,7,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,4,20110130,7,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110130,7,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110130,7,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110131,7,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110131,7,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110131,7,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110201,7,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110201,7,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110201,7,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110130,7,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110130,7,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110130,7,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110131,7,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110131,7,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110131,7,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110201,7,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110201,7,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110201,7,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110130,8,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,5,20110130,8,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,6,20110130,8,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,4,20110131,8,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,5,20110131,8,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,6,20110131,8,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,4,20110201,8,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,5,20110201,8,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,6,20110201,8,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,4,20110130,8,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110130,8,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110130,8,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110131,8,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110131,8,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110131,8,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110201,8,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110201,8,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110201,8,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110130,8,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110130,8,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110130,8,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110131,8,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110131,8,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110131,8,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110201,8,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110201,8,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110201,8,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110130,9,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,5,20110130,9,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,6,20110130,9,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,4,20110131,9,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,5,20110131,9,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,6,20110131,9,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,4,20110201,9,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,5,20110201,9,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,6,20110201,9,,,,,,,,,,3,,,,,,20110201,,,,,,,,,,,,20110203,
1,4,20110130,9,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110130,9,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110130,9,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110131,9,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110131,9,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110131,9,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110201,9,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,5,20110201,9,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,6,20110201,9,,,,,,,,,,3,,,,,,20110202,,,,,,,,,,,,20110203,
1,4,20110130,9,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110130,9,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110130,9,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110131,9,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110131,9,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110131,9,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110201,9,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,5,20110201,9,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,6,20110201,9,,,,,,,,,,3,,,,,,20110203,,,,,,,,,,,,20110203,
1,4,20110130,7,,,,,,,,,,1,,,,,,20110201,,,,,,,,,,,,20110204,
1,5,20110130,7,,,,,,,,,,1,,,,,,20110201,,,,,,,,,,,,20110204,
1,6,20110130,7,,,,,,,,,,1,,,,,,20110201,,,,,,,,,,,,20110204,
1,4,20110131,7,,,,,,,,,,1,,,,,,20110201,,,,,,,,,,,,20110204,
1,5,20110131,7,,,,,,,,,,1,,,,,,20110201,,,,,,,,,,,,20110204,
1,6,20110131,7,,,,,,,,,,1,,,,,,20110201,,,,,,,,,,,,20110204,
1,4,20110201,7,,,,,,,,,,1,,,,,,20110201,,,,,,,,,,,,20110204,
1,5,20110201,7,,,,,,,,,,1,,,,,,20110201,,,,,,,,,,,,20110204,
1,6,20110201,7,,,,,,,,,,1,,,,,,20110201,,,,,,,,,,,,20110204,
1,4,20110130,7,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110204,
1,5,20110130,7,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110204,
1,6,20110130,7,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110204,
1,4,20110131,7,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110204,
1,5,20110131,7,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110204,
1,6,20110131,7,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110204,
1,4,20110201,7,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110204,
1,5,20110201,7,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110204,
1,6,20110201,7,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110204,
1,4,20110130,7,,,,,,,,,,1,,,,,,20110203,,,,,,,,,,,,20110204,
1,5,20110130,7,,,,,,,,,,1,,,,,,20110203,,,,,,,,,,,,20110204,
1,6,20110130,7,,,,,,,,,,1,,,,,,20110203,,,,,,,,,,,,20110204,
1,4,20110131,7,,,,,,,,,,1,,,,,,20110203,,,,,,,,,,,,20110204,
1,5,20110131,7,,,,,,,,,,1,,,,,,20110203,,,,,,,,,,,,20110204,
1,6,20110131,7,,,,,,,,,,1,,,,,,20110203,,,,,,,,,,,,20110204,
1,4,20110201,7,,,,,,,,,,1,,,,,,20110203,,,,,,,,,,,,20110204,
1,5,20110201,7,,,,,,,,,,1,,,,,,20110203,,,,,,,,,,,,20110204,
1,6,20110201,7,,,,,,,,,,1,,,,,,20110203,,,,,,,,,,,,20110204,
1,4,20110130,8,,,,,,,,,,1,,,,,,20110201,,,,,,,,,,,,20110204,
1,5,20110130,8,,,,,,,,,,1,,,,,,20110201,,,,,,,,,,,,20110204,
1,6,20110130,8,,,,,,,,,,1,,,,,,20110201,,,,,,,,,,,,20110204,
1,4,20110131,8,,,,,,,,,,1,,,,,,20110201,,,,,,,,,,,,20110204,
1,5,20110131,8,,,,,,,,,,1,,,,,,20110201,,,,,,,,,,,,20110204,
1,6,20110131,8,,,,,,,,,,1,,,,,,20110201,,,,,,,,,,,,20110204,
1,4,20110201,8,,,,,,,,,,1,,,,,,20110201,,,,,,,,,,,,20110204,
1,5,20110201,8,,,,,,,,,,1,,,,,,20110201,,,,,,,,,,,,20110204,
1,6,20110201,8,,,,,,,,,,1,,,,,,20110201,,,,,,,,,,,,20110204,
1,4,20110130,8,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110204,
1,5,20110130,8,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110204,
1,6,20110130,8,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110204,
1,4,20110131,8,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110204,
1,5,20110131,8,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110204,
1,6,20110131,8,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110204,
1,4,20110201,8,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110204,
1,5,20110201,8,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110204,
1,6,20110201,8,,,,,,,,,,1,,,,,,20110202,,,,,,,,,,,,20110204,
1,4,20110130,8,,,,,,,,,,1,,,,,,20110203,,,,,,,,,,,,20110204,
